endTime,artistName,trackName,msPlayed,track_uri
2021-02-04 05:06,Ben Platt,Waving Through A Window,236809,spotify:track:0gMW8XpPFPjoApDii5Tj1u
2021-02-04 05:07,Sara Bareilles,Gravity,69077,spotify:track:4oa14QBfWRDfJy2agySy0L
2021-02-04 05:15,Glee Cast,Teenage Dream - Acoustic,1753,spotify:track:2Igc5kWSzeztCCZInea9Mf
2021-02-04 05:15,Leslie Odom Jr.,Dear Theodosia,184004,spotify:track:2sEq2rC3ynYsT49x7utWnd
2021-02-04 05:15,Idina Menzel,Show Yourself,1637,spotify:track:50WeOnXhM1H7AZEeIDoWfZ
2021-02-04 05:15,Phillipa Soo,"Ultraluminary (From the Netflix Film ""Over the Moon"")",15884,
2021-02-04 05:16,Auli'i Cravalho,How Far I'll Go,1172,
2021-02-04 05:16,Ben Platt,Found/Tonight,893,spotify:track:0ileL1L3Vtpf5VZ5RQZ94m
2021-02-04 05:19,Jonathan Groff,You'll Be Back,208321,
2021-02-04 05:19,dodie,Would You Be So Kind,2213,spotify:track:3ZiuxcBeRanTjfHzVBuuQe
2021-02-04 05:21,Auli'i Cravalho,Live Your Story,986,
2021-02-04 05:21,Lea Michele,Battlefield,99149,spotify:track:3yqvUrjx9ZuAfbmVx0DUOK
2021-02-04 05:21,Glee Cast,The Scientist (Glee Cast Version),1555,spotify:track:68iMdxXn1timrxURm9dR8C
2021-02-04 05:21,Derek Klena,In a Crowd of Thousands,870,spotify:track:16pU4fqlBvH6rX5AI99lrF
2021-02-04 05:25,Ben Platt,Grow As We Go,249426,spotify:track:6hYvw3LLTViP2mT4MpDNmT
2021-02-04 05:29,Sara Bareilles,She Used To Be Mine,250266,spotify:track:2D4BSm5Z8Hq5zYbSgJwEOh
2021-02-04 05:32,Mandy Moore,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",152333,spotify:track:03xWMkKEbeO4SnylA53ipj
2021-02-04 05:32,Gabbie Hanna,Out Loud,335,spotify:track:0A8IiyXCmYs7QWaGJGRWE4
2021-02-04 05:32,Ben Platt,You Will Be Found,2856,spotify:track:1H7Zqkq54andtaSSnLRrfp
2021-02-04 05:37,Ben Platt,For Forever,301013,spotify:track:0ZWW07BD8W85lUbgx2sn7E
2021-02-04 05:39,Rachel Bay Jones,So Big / So Small,93074,spotify:track:5M2LiZ8SmRFWl1IJ0F7JNR
2021-02-04 05:40,Ben Platt,Finale,95960,spotify:track:7vU9VpbmB4ZoztAigpXLlJ
2021-02-04 05:41,Rachel Bay Jones,Good For You,47225,spotify:track:7FIrk5lA1IalpZ3OtieeC8
2021-02-04 05:45,Laura Dreyfuss,Only Us,227186,spotify:track:7BbtvJqWnQRt8gSrWbUVym
2021-02-04 05:47,Rachel Bay Jones,Anybody Have a Map?,146853,spotify:track:0SjjcXfArhzePhEzDNkY8z
2021-02-04 05:51,Ben Platt,If I Could Tell Her,248653,spotify:track:6nkcPGa0sr24NFCc5l5UjE
2021-02-04 05:52,Mike Faist,Disappear,5590,spotify:track:4VM6WUdnRnBv6cHAjyzxcK
2021-02-04 05:52,Mike Faist,"Sincerely, Me",2403,spotify:track:4nna9JONFIwr98bcX6tlta
2021-02-04 05:52,Laura Dreyfuss,Requiem,4992,spotify:track:6WYHJTCeO3kyRfRmQW9enw
2021-02-04 05:56,Ben Platt,Words Fail,1776,spotify:track:32bZDrurIGh2Cts0l2tRtL
2021-02-04 05:56,Michael Park,To Break In a Glove,13706,spotify:track:6433GYPXbZUJWTCIdhW1as
2021-02-04 05:56,Ben Platt,Waving Through A Window,236360,spotify:track:0gMW8XpPFPjoApDii5Tj1u
2021-02-04 05:59,Bastille,Joy,192681,spotify:track:6Tt1P5CLUrl59oSOTVxON0
2021-02-04 06:03,Sheppard,Coming Home,218385,spotify:track:2MKXUXZIViCGpoFyysFpoj
2021-02-04 06:06,JP Cooper,Sing It With Me,201198,spotify:track:4Q6wZlZhrwVVmGhJtmGUtG
2021-02-04 06:10,James TW,You & Me,231653,spotify:track:1bQhZOoXYqjXs7u7rFXo0h
2021-02-04 06:14,George Ezra,Pretty Shining People,212446,spotify:track:2JVwsN6viHjR9t5pCPQ4Br
2021-02-04 06:17,Bastille,Admit Defeat,185680,spotify:track:1OHAFggB1Jatvto7HvUN4L
2021-02-04 06:20,Freya Ridings,Castles,211842,spotify:track:5tZWtGT65sMrDVPB5H444n
2021-02-04 06:24,Noah Kahan,False Confidence,223400,spotify:track:7nDFTHHwfe32a8qdp9XqPy
2021-02-04 06:27,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",196187,
2021-02-04 06:32,Bastille,Quarter Past Midnight,4535,spotify:track:179PT5369QgxYxmZMz6AVC
2021-02-04 06:32,Dean Lewis,Stay Awake,1834,spotify:track:2smpiAZfaN0GFi15MqAq6E
2021-02-04 06:32,Imagine Dragons,Bad Liar,260773,spotify:track:2RSHsoi04658QL5xgQVov3
2021-02-04 06:32,Scouting For Girls,Butterflies,10170,spotify:track:78yU7AuqXoqYq5JNwr47cR
2021-02-04 06:32,American Authors,Bring It On Home (feat. Phillip Phillips & Maddie Poppe),1544,spotify:track:7J1J3w67B0VEjF4jj0NzmE
2021-02-04 06:35,Sheppard,On My Way,203100,spotify:track:65cv0OI9HmwR4EmN6CWucM
2021-02-04 06:36,Hozier,Almost (Sweet Music),1149,spotify:track:5Apvsk0suoivI1H8CmBglv
2021-02-04 06:36,The Mowgli's,I Feel Good About This,2020,spotify:track:7d06uajfr1DZUeKVCaE9BS
2021-02-04 06:36,Bastille,Another Place,29748,spotify:track:2Fn4gZI3MAeWTiv7cSVxZQ
2021-02-04 06:38,OneRepublic,Rescue Me,158899,spotify:track:0mjAU3yKR1QnXnHtjGJqTM
2021-02-04 06:39,George Ezra,Hold My Girl,359,spotify:track:42bbDWZ8WmXTH7PkYAlGLu
2021-02-04 06:39,American Authors,Deep Water,4010,spotify:track:1UGC7ZZGgriKyoYipPR2Ng
2021-02-04 06:39,Bastille,Can’t Fight This Feeling,34075,spotify:track:6lYNtepnbJVzR0tAxj2lW7
2021-02-04 06:39,Dermot Kennedy,Power Over Me,406,spotify:track:4tViDtaHuSLnh7HVJTrKhs
2021-02-04 06:39,Bastille,Good Grief,3053,spotify:track:1oxOiOjsi7plNOZEhoPLPj
2021-02-04 06:39,James Bay,Chew On My Heart,359,spotify:track:6t7089pe4VklogK683LdPM
2021-02-04 06:39,Cash Cash,I Found You,1288,spotify:track:3wYOGJYD31sLRmBgCvWxa4
2021-02-04 06:42,OneRepublic,Wanted - String Mix,135155,spotify:track:4BltOFLhXUDvXV0MAmoep7
2021-02-04 06:46,The Script,Wonders,258266,spotify:track:5jJXjQcZUdL7sj3hCW4LrJ
2021-02-04 06:50,James TW,You & Me,231653,spotify:track:1bQhZOoXYqjXs7u7rFXo0h
2021-02-04 06:50,Parachute,Without You,44369,spotify:track:6R6ux6KaKrhAg2EIB2krdU
2021-02-04 06:51,Kygo,Lose Somebody,3738,spotify:track:1sgDyuLooyvEML4oHspNza
2021-02-04 06:54,Midnite String Quartet,Good Life,204479,spotify:track:7vRs1ILVziE4AlzDgksvxR
2021-02-04 07:05,Evan Camrud,Chasing Cars - Piano,69659,spotify:track:51BUXU7j1hkeQV5B6lyGJx
2021-02-04 07:09,Midnite String Quartet,Counting Stars,221355,spotify:track:0AqYzpIkoVbiQUDt323EH6
2021-02-04 07:13,GnuS Cello,Pompeii - For Cello and Piano,213281,spotify:track:2ZKxIwp2ACpjyNB9ozpUjW
2021-02-04 07:32,Eklipse,Titanium,1695,spotify:track:4X54FzF8cMJVMdMTpg79zE
2021-02-04 07:32,Jun Sung Ahn,Lay Me Down,45794,spotify:track:3CsH9P0m8028Jwj9PrcExp
2021-02-04 07:35,Dallas String Quartet,Firework,222053,spotify:track:5Y2g2734P6TcuJJmDwz9QO
2021-02-04 08:51,Midnite String Quartet,Side to Side,18320,spotify:track:0XBPEqgSzWiLOKQYLgKvFg
2021-02-04 08:54,Midnite String Quartet,Good Life,204479,spotify:track:7vRs1ILVziE4AlzDgksvxR
2021-02-04 08:59,Evan Camrud,Chasing Cars - Piano,15923,spotify:track:51BUXU7j1hkeQV5B6lyGJx
2021-02-04 08:59,The Piano Guys,A Thousand Years,275973,spotify:track:4eYaDRhiL5iesFp2EuoODr
2021-02-04 09:01,OneRepublic,Wanted - String Mix,135155,spotify:track:4BltOFLhXUDvXV0MAmoep7
2021-02-04 09:04,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",196187,
2021-02-04 09:07,Jonas Brothers,What A Man Gotta Do,180644,spotify:track:4wNIkl5XGiAACjFBlDWuSd
2021-02-04 09:11,James TW,You & Me,231653,spotify:track:1bQhZOoXYqjXs7u7rFXo0h
2021-02-04 09:15,The Script,Wonders,196164,spotify:track:5jJXjQcZUdL7sj3hCW4LrJ
2021-02-04 09:15,Midnite String Quartet,Love Runs Out,1927,spotify:track:16kN03mOqlw8RJvVAJM5Xg
2021-02-04 09:15,Midnite String Quartet,Kids,3842,spotify:track:6KIE5dnbWbcp9OAeiHKSzt
2021-02-04 09:18,Midnite String Quartet,Secrets,208702,spotify:track:4Md12bTkJba1O0tIeoVivq
2021-02-04 09:21,Midnite String Quartet,Stop and Stare,198177,spotify:track:5PCBo2ItLGKSP0Ig52ITPb
2021-02-04 09:25,Midnite String Quartet,Counting Stars,221355,spotify:track:0AqYzpIkoVbiQUDt323EH6
2021-02-04 09:29,Midnite String Quartet,Good Life,204479,spotify:track:7vRs1ILVziE4AlzDgksvxR
2021-02-04 09:32,Midnite String Quartet,Apologize,223085,spotify:track:4vCnkC9S2F9nlw7IgYF747
2021-02-04 09:35,Midnite String Quartet,Wherever I Go,181660,spotify:track:5VG6B4lAWQkTywEjQ8bQnH
2021-02-04 09:39,Brooklyn Duo,Love Me Like You Do,195419,spotify:track:7CNO19a6MzNLmBd3m2iCbU
2021-02-04 09:44,Costantino Carrara,The Greatest Showman (The Piano Medley): A Million Dreams / Never Enough / This Is Me / Rewrite The Stars / From Now On / The Greatest Show - Piano Arrangement,353716,
2021-02-04 09:49,Emile Pandolfi,Les Miserables Medley,286266,spotify:track:5FrUGZ9nnl1gSgFzRhgpat
2021-02-04 09:53,Stan Whitmire,Think Of Me,243440,spotify:track:7nyt3kWpq6rOUpuWq4k6in
2021-02-04 09:55,Midnite String Quartet,Almost There,118666,spotify:track:0R57dO723eX7nXcRjMHl2G
2021-02-04 09:55,Simply Three,Shut Up and Dance,2252,spotify:track:2DKy95YkliGm7XJABJYakc
2021-02-04 09:55,Brooklyn Duo,Yellow,1787,spotify:track:16VPlUwKheytZQaDHeAK43
2021-02-04 09:55,Guus Dielissen,A Million Dreams (Instrumental Guitar),1393,spotify:track:0T482F5L30d7ChNbLqsKa7
2021-02-04 09:55,Lance Allen,Happy Together,1149,spotify:track:5YCKHspjdi15ROGbDkfxtb
2021-02-04 09:59,Midnite String Quartet,My Love,204042,spotify:track:5iY41HGj0sR3plv2WxOTDD
2021-02-04 10:03,Daniel Jang,Secret Love Song,269697,spotify:track:2SkkKEMV8Lmv6KGSJi2VNH
2021-02-04 10:05,Eklipse,Titanium,1288,spotify:track:4X54FzF8cMJVMdMTpg79zE
2021-02-04 10:05,Nazareno Aversa,Man In the Mirror,232,spotify:track:017dbEUVSuGK7YzU8CLb8S
2021-02-04 10:05,John Debney,The Princess Diaries Waltz - Score,162,spotify:track:60vDJQPOMYUkL388zPpuNT
2021-02-04 10:05,Stan Whitmire,When You Say Nothing At All,122813,spotify:track:03o0bsrdp7yimIo8I2tzAZ
2021-02-04 10:05,Midnite String Quartet,The Rainbow Connection (The Muppets),510,spotify:track:16roUWbbJ8zAqxUO50Lgg1
2021-02-04 10:05,Tom Ameen,Winnie the Pooh,1230,spotify:track:51MXDjtegOEUPRUsYDd838
2021-02-04 10:06,Simply Three,Chasing Cars,0,spotify:track:6YQcHXmPKwghGkWUZdKPDG
2021-02-04 10:06,Stan Whitmire,When You Wish Upon A Star,0,spotify:track:2HvN74GLTZfuaE3Zv5XFjx
2021-02-04 10:06,Pierluigi Colangelo,Something Just Like This - Guitar Trio,0,spotify:track:2ujE5RibJifWCBdW8WxKVI
2021-02-04 10:06,Allen & Bright,Rainbow - Instrumental,0,spotify:track:77fsaToe6geS16GLiwBzlm
2021-02-04 10:06,Midnite String Quartet,Roses,0,spotify:track:0iOqgCC8ZufIpRqIRIb9kM
2021-02-04 10:06,Daniel Jang,Can You Feel The Love Tonight,0,spotify:track:39yoUA5vSBb8R53dJVPHEC
2021-02-04 10:06,Brooklyn Duo,Canon in D,0,spotify:track:4ujo5mOFJv85RI0mZ5U3iD
2021-02-04 10:08,Midnite String Quartet,Love Is an Open Door,124800,spotify:track:0zJOnmuLkM41pffwgFdRpl
2021-02-04 10:12,Stan Whitmire,You Raise Me Up,271453,spotify:track:7bMnF1m5ZcwPKMbLm9ArZD
2021-02-04 10:16,Emile Pandolfi,Once Upon a December (from Anastasia),252253,spotify:track:2PCTrOWob0vs0io6pfGOYS
2021-02-04 10:20,Simply Three,Counting Stars,234943,spotify:track:6sKyTORhJY0F4Lz7R7wOIK
2021-02-04 10:24,Dallas String Quartet,Firework,222053,spotify:track:5Y2g2734P6TcuJJmDwz9QO
2021-02-04 10:27,Daniel Jang,River Flows In You,7976,spotify:track:3NfHUJcnjO9wfrKVpryZb8
2021-02-04 10:27,Midnite String Quartet,Hawaiian Roller Coaster Ride (Lilo & Stitch),163101,spotify:track:6FBfWhMNN2LD33t038Awel
2021-02-04 10:30,Nazareno Aversa,A Thousand Years,212193,spotify:track:0GZap2PHRZ1NGELroxGnmQ
2021-02-04 10:34,Benny Martin,"So Close (From ""Enchanted"")",188370,
2021-02-04 10:37,Stan Whitmire,Jessica's Theme From The Man From Snowy River,176400,spotify:track:5x5VBQNZmzhSRQu4vvZfAY
2021-02-04 10:39,Midnite String Quartet,You'll Be in My Heart,170534,
2021-02-04 10:40,Emile Pandolfi,Someday My Prince Will Come,13115,spotify:track:1eJtn8NErRIgbMt8T6yKcc
2021-02-04 10:43,OneRepublic,Choke,226760,spotify:track:5xtliWYBVT4cKo9BtBn43B
2021-02-04 10:48,Sheppard,The Best Is Yet To Come,246036,spotify:track:3Cmk8tpw16p5KKnvN1HTgB
2021-02-04 10:48,Sleeping At Last,Saturn,6780,spotify:track:3tJjZMHLqhD8DaGgdBICnc
2021-02-04 10:48,Parachute,Forever And Always,24684,spotify:track:3NCg46FWgnANZc9HQHQOQR
2021-02-04 10:52,Sheppard,Coming Home,218385,spotify:track:2MKXUXZIViCGpoFyysFpoj
2021-02-04 10:55,American Authors,Go Big Or Go Home,0,spotify:track:1obisQNOcikRvTdStbW3pG
2021-02-04 10:55,Sheppard,Symphony,0,spotify:track:66UcJiOhhwMOWfl00VM3VU
2021-02-04 10:55,Niall Horan,"Finally Free - From ""Smallfoot""",0,spotify:track:7xQxjMokrYnY8n9w19FZqr
2021-02-04 10:55,The Script,Wonders,1172,spotify:track:5jJXjQcZUdL7sj3hCW4LrJ
2021-02-04 10:55,The Wanted,Could This Be Love,1044,spotify:track:5OHwyr1icA3MYqRMiSKAMu
2021-02-04 10:55,Sheppard,Keep Me Crazy,0,spotify:track:2LbJeXxDsWwu3rIz4wdIcK
2021-02-04 10:55,Bastille,Quarter Past Midnight,1010,spotify:track:179PT5369QgxYxmZMz6AVC
2021-02-04 10:55,Sheppard,On My Way,1474,spotify:track:65cv0OI9HmwR4EmN6CWucM
2021-02-04 10:55,Rachel Platten,Fight Song,870,spotify:track:37f4ITSlgPX81ad2EvmVQr
2021-02-04 10:55,James TW,You & Me,1091,spotify:track:1bQhZOoXYqjXs7u7rFXo0h
2021-02-04 10:55,The Script,Superheroes,195941,spotify:track:37sINbJZcFdHFAsVNsPq1i
2021-02-04 10:55,Anthem Lights,Love You Like the Movies,1044,spotify:track:5z8qQvLYEehH19vNOoFAPb
2021-02-04 10:55,The Vamps,Somebody To You,1010,spotify:track:2BWWsCwuHAZFE1scLyP6Qe
2021-02-04 10:55,Anne-Marie,2002,1068,spotify:track:2BgEsaKNfHUdlh97KmvFyo
2021-02-04 10:55,Olly Murs,Up (feat. Demi Lovato),975,spotify:track:3ohayDoIdezG6w3j7w5AH9
2021-02-04 10:55,WILD,All My Life,0,spotify:track:7oFNnpgUlzR6ekVA78N6mZ
2021-02-04 10:55,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",1021,
2021-02-04 10:55,G.R.L.,Ugly Heart,777,spotify:track:3qqho4PnTn3zlMPBzWhFFD
2021-02-04 10:55,Guy Sebastian,Choir,0,spotify:track:640jkbfHDZM8SVBqMnHJg6
2021-02-04 10:55,WALK THE MOON,One Foot,673,spotify:track:0iQ77tSa7ncj7zBPtVx6cU
2021-02-04 10:59,Jonas Brothers,What A Man Gotta Do,1230,spotify:track:4wNIkl5XGiAACjFBlDWuSd
2021-02-04 10:59,WALK THE MOON,Shut Up and Dance,882,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
2021-02-04 10:59,Smith & Thell,Forgive Me Friend (feat. Swedish Jam Factory),0,spotify:track:3OOCTo40A47WiXqMu6NDi2
2021-02-04 10:59,Nathan Dawe,No Time For Tears,1648,spotify:track:2Rr1INov0ckj7bLTsk9LV1
2021-02-04 10:59,MKTO,Just Imagine It,1300,spotify:track:0mtmrbRFsectINNpHdDkUQ
2021-02-04 10:59,George Ezra,Shotgun,4899,spotify:track:4ofwffwvvnbSkrMSCKQDaC
2021-02-04 10:59,Brendan James,Yellow Lines,1044,spotify:track:2OTAulJdNdYoFQG2oqXtSB
2021-02-04 10:59,The Mowgli's,I Feel Good About This,928,spotify:track:7d06uajfr1DZUeKVCaE9BS
2021-02-04 10:59,Scouting For Girls,Butterflies,812,spotify:track:78yU7AuqXoqYq5JNwr47cR
2021-02-04 10:59,George Ezra,Paradise,278,spotify:track:38zwkK6TtTjIW9tpYBfZ3D
2021-02-04 10:59,Rixton,Speakerphone,777,spotify:track:0TcJDCInjJ3WdJIU1HDgOG
2021-02-04 10:59,Sheppard,Die Young,0,spotify:track:0SrfQUuqw4kC7TK7RVPVlT
2021-02-04 10:59,Sheppard,Geronimo,215341,spotify:track:19cL3SOKpwnwoKkII7U3Wh
2021-02-04 10:59,Little Mix,Private Show,1253,spotify:track:0McYRWXxbKyhhL4r25B2hf
2021-02-04 10:59,Eric Hutchinson,Tell The World,81,spotify:track:0ifc4mq2mVNefgQFmtXQpt
2021-02-04 11:02,Little Mix,Bounce Back,160551,spotify:track:2RCZhvj9bhe4f14caGBsYu
2021-02-04 11:03,Little Mix,Touch - Acoustic,51712,spotify:track:66zTGTLtp4zJQvJTkB3Nuk
2021-02-04 11:07,Little Mix,Wings,221720,spotify:track:3180WDzph4WrS4sLSNcGfa
2021-02-04 11:09,Little Mix,Wasabi,154786,spotify:track:7IOuCLt770D8v0u3SVaDeI
2021-02-04 11:13,Little Mix,Hair,209279,spotify:track:1tg7d4XKCgviATFNkxIX8r
2021-02-04 11:17,Little Mix,Shout Out to My Ex,246240,spotify:track:0ErK6K0kYr0Ow2RkPMhmMs
2021-02-04 13:27,Little Mix,F.U.,202361,spotify:track:33dY25vtBFUZ6m948fb3eK
2021-02-04 13:27,Little Mix,Not a Pop Song,1497,spotify:track:5WDIq9E5f5ryHeIs8FwKcl
2021-02-04 13:31,Little Mix,More Than Words (feat. Kamille),198840,spotify:track:7KfHeaOXXwaUZAYHIRgWIi
2021-02-04 13:34,CNCO,Reggaetón Lento (Remix),188800,spotify:track:58gqyeFXhOttZW3yetJGPN
2021-02-04 13:35,Little Mix,Nobody Like You,82690,spotify:track:2lPmDekJerHxTtdKq1IXPf
2021-02-04 13:35,Little Mix,Wings - Live from Spotify London,3575,spotify:track:0fSjCWNcKwXi67UpDVqtBU
2021-02-04 13:38,Little Mix,Told You So,192853,spotify:track:3Mvd9KPeMf2YQa1MiQGKmV
2021-02-04 13:39,Little Mix,Is Your Love Enough?,1102,spotify:track:6VXzA05dET772n5rGq63Cz
2021-02-04 13:39,Little Mix,No More Sad Songs (feat. Machine Gun Kelly),1207,spotify:track:0U372D2pbraSnrTFxSYlNj
2021-02-04 13:39,Little Mix,Black Magic - Acoustic,0,spotify:track:3ZmrtvItipf6LWnyUWhaRG
2021-02-04 13:39,Little Mix,Down & Dirty,325,spotify:track:5pn5T6gRfBqF1Xu9IHOc67
2021-02-04 13:39,Little Mix,A.D.I.D.A.S.,185,spotify:track:1Z2iamNbZQhsKsMXgAa317
2021-02-04 13:39,Little Mix,Little Me,3111,spotify:track:5FiBzGgY8zYSdWN7hWfVz2
2021-02-04 13:39,Little Mix,Weird People,0,spotify:track:13T4iKoGXSuwcojjgsimdu
2021-02-04 13:39,Little Mix,Salute,952,spotify:track:1iupzLgX4O0Qosb4yDpYoz
2021-02-04 13:39,Little Mix,"Secret Love Song, Pt. II",870,spotify:track:0NyRSfiU6ri61vku1xiLoD
2021-02-04 13:39,Little Mix,Cannonball,3378,spotify:track:2XMP9Jaae8ei79ZrQb95E5
2021-02-04 13:39,Little Mix,Notice,7499,spotify:track:3j6w635W6AKCxt98kZ3RIv
2021-02-04 13:43,Little Mix,Think About Us (feat. Ty Dolla $ign),234197,spotify:track:6mkPKZqPIdyYdFePOwLXqQ
2021-02-04 13:46,Cheat Codes,Only You (with Little Mix),189401,
2021-02-04 13:50,Little Mix,Beep Beep,232293,spotify:track:0hryN1u1E4rF7ZgGmXDhTN
2021-02-04 13:52,Little Mix,The Cure (Stripped),107773,spotify:track:0AHtRtFc0bZvnijTuKhfoX
2021-02-04 13:55,Little Mix,Your Love,207746,spotify:track:6VXzA05dET772n5rGq63Cz
2021-02-04 14:14,Little Mix,The Cure,215333,spotify:track:1HiNWMc7vmFVM5mdwrNKnO
2021-02-04 14:15,Little Mix,You Gotta Not,17657,spotify:track:11GdgPlzK9Vzn0DV8gHQmd
2021-02-04 14:18,Little Mix,How Ya Doin'? (feat. Missy Elliott),213173,spotify:track:457VLDn6a4MuwJhvqceLjj
2021-02-04 14:22,Little Mix,Black Magic,211786,spotify:track:6rmXhRIemCTPyMYZRDN7Qg
2021-02-04 14:25,Little Mix,Break Up Song,200293,spotify:track:5HArmECc1y0lCHKVKDKXa4
2021-02-04 14:29,Little Mix,Oops (feat. Charlie Puth),204760,spotify:track:7uU7UhUzfZJ5vEMoemdcIW
2021-02-04 14:30,Little Mix,Grown,67539,spotify:track:33ubpYqvUMqczi4w0a2ktf
2021-02-04 14:30,Little Mix,Touch,952,spotify:track:1gG5MoWK5SmHUcQPa2jxdP
2021-02-04 14:30,Little Mix,Move,928,spotify:track:1bmtVglfmSQWfKjgPyERJ8
2021-02-04 14:30,Little Mix,Happiness,2670,spotify:track:4efdhHdTAS3sYJnI0mjHDc
2021-02-04 14:34,Little Mix,Move,224333,spotify:track:1bmtVglfmSQWfKjgPyERJ8
2021-02-04 14:37,Little Mix,Touch,213306,spotify:track:1gG5MoWK5SmHUcQPa2jxdP
2021-02-04 14:39,Little Mix,Woman Like Me (feat. Nicki Minaj),86548,spotify:track:222B3aljXx6fFwKmFjuBED
2021-02-05 07:55,Little Mix,Change Your Life,1346,spotify:track:1nDQ9EvOmLj1dYKRbbqcoU
2021-02-05 07:55,Little Mix,Freak,545,spotify:track:7zOpDXHifG4AWzzEQlWocQ
2021-02-05 07:58,Little Mix,Holiday,213600,spotify:track:5428XgSLRJfpMRN3r6YXob
2021-02-05 07:59,Little Mix,Joan of Arc,18018,spotify:track:1nIfDGW6LmzWwrx1cAX5ts
2021-02-05 08:01,Little Mix,Confetti,167440,spotify:track:4oXV7uPMrMNSZfLMYtiqIX
2021-02-05 08:05,Little Mix,Shout Out to My Ex - Recorded at Spotify Studios NYC,4072,spotify:track:0XXnAhYqQuhrj4AOkft3Q5
2021-02-05 08:05,Little Mix,Nothing Else Matters,235520,spotify:track:72LijybQsm7uNuBD1pBfUE
2021-02-05 08:10,Little Mix,Secret Love Song (feat. Jason Derulo),249810,spotify:track:6KHL1En9v6iNWjcs44mcmU
2021-02-05 08:13,Little Mix,If I Get My Way,220626,spotify:track:7nZfqSVjcyoKTv0fYFd8rb
2021-02-05 08:16,Little Mix,American Boy,191893,spotify:track:2D3QYCDI7WrbSMbcIRRBdm
2021-02-05 08:20,Little Mix,One I've Been Missing,192945,spotify:track:632gXr9GJAsy7UBd7Dg7G4
2021-02-05 08:46,Little Mix,Word Up!,57532,spotify:track:4ddtYeAduUQRApb296kLhY
2021-02-05 08:46,Little Mix,Touch - Recorded at Spotify Studios NYC,4435,spotify:track:7d6W6Tn71IWbxe1K5oU808
2021-02-05 08:50,Little Mix,Sweet Melody,213693,spotify:track:76Tuo484SLohJakHLnGI3B
2021-02-05 08:53,Little Mix,Dear Lover,200680,spotify:track:2wQuvFxL1UKwsqJHYyDa6a
2021-02-05 08:57,Little Mix,Strip (feat. Sharaya J),199213,spotify:track:6XkEw1h2Hq4fGnSm0JuSIs
2021-02-05 09:01,Little Mix,DNA,238733,spotify:track:0MXMNgjjtOBxAjfw8a4lwL
2021-02-05 09:05,Little Mix,Power,247840,spotify:track:0lUSd7TCG8srh6HpIAEIWL
2021-02-05 09:12,Parade of Lights,Tangled Up,1137,spotify:track:6ZLDD0V5cHIYBLk0QYgRf3
2021-02-05 09:12,Galantis,Bones (feat. OneRepublic) - Galantis & shndō VIP Mix,1544,spotify:track:18bN7mUxWzrrieZuLbyXv0
2021-02-05 09:15,OneRepublic,Start Again (feat. Logic),165626,spotify:track:1Nj2oBISdFDSF8eDuXcALz
2021-02-05 09:20,OneRepublic,Won't Stop,302666,
2021-02-05 09:23,OneRepublic,Let's Hurt Tonight,194520,spotify:track:05sCp83gcMm1iecYydKJS3
2021-02-05 09:26,OneRepublic,Feel Again - With Heartbeats,185080,
2021-02-05 09:30,OneRepublic,Mercy - Radio 1 Live Lounge Session (Duffy cover),223853,spotify:track:2NBUnQMHSaRMbc40KutioM
2021-02-05 09:31,Sammy Brown,Purple Pink,35284,spotify:track:4Ad8uVajbb6QpUNQSmuswp
2021-02-05 09:35,Brooklyn Duo,Beautiful Day,241695,spotify:track:3ggWp0bzyUnpJd6lnZKdEv
2021-02-05 09:38,Brooklyn Duo,Too Good at Goodbyes,223725,spotify:track:7J6MqjEYdQ290Ex1bRD2as
2021-02-05 09:42,Brooklyn Duo,Can't Help Falling in Love,220977,
2021-02-05 09:46,Brooklyn Duo,Creep (feat. Escher String Quartet),262978,spotify:track:3GuaPKTh5yhICgbrVs4epZ
2021-02-05 09:51,Brooklyn Duo,Castle on the Hill,266124,spotify:track:78UsKE8OSa1KJEKtvlLMea
2021-02-05 09:55,Brooklyn Duo,O Holy Night,261410,spotify:track:6j1V4IEApVrQ0mqSbnX4jn
2021-02-05 09:58,Brooklyn Duo,White Christmas,169759,spotify:track:19CK7W3yHq6SAiunrwapuO
2021-02-05 10:03,Brooklyn Duo,Writing's on the Wall,266409,spotify:track:4bLDM7ItfKvkxnHvqJrnsb
2021-02-05 10:07,Brooklyn Duo,Jurassic Park,239029,spotify:track:4UApUAPmd1ct7bC9Sw0gHA
2021-02-05 10:10,Brooklyn Duo,La la Land,227987,spotify:track:4cDDW81n1BtUfmbulXzrl8
2021-02-05 10:14,Brooklyn Duo,Piano Man,213931,spotify:track:01MJ96Vz0KRA4fQVqnjfii
2021-02-05 10:17,Brooklyn Duo,Girls Like You,207750,spotify:track:0HuIpVZGB7z9yoyHdvUkkt
2021-02-05 10:21,Brooklyn Duo,There's Nothing Holdin' Me Back,204442,spotify:track:7jMnqGcRbqlYIG0Z6iBZF0
2021-02-05 10:25,Brooklyn Duo,Lose You to Love Me,232179,spotify:track:6eXN5aC7zj9j30dvcYd6Hp
